product_group;goc;pol_num;pre_ann;sum_assd;loan_sa;;
CSGREN_IDR;CSGREN_BTPN_NK_L_IDR_SI_2025_Q1;52;2230686882;21319670000;0;;
CSGREN_IDR;CSGREN_BTPN_NK_L_IDR_SI_2025_Q2;91;4394167774;42144280000;0;;
CSHNDL_IDR;CSHNDL_ASN3_AG_L_IDR_SN_2024_IF;1;13871196;400000000;0;;
CSHNDL_IDR;CSHNDL_AZID_AG_L_IDR_SN_2023_IF;120;582968472;52970660297;0;;
CSHNDL_IDR;CSHNDL_AZID_AG_L_IDR_SN_2024_IF;37;142335316;11148297500;0;;
CSHNDL_IDR;CSHNDL_EAGLE_AG_L_IDR_SN_2023_IF;681;3005663424;3,29079E+11;0;;
CSHNDL_IDR;CSHNDL_EAGLE_AG_L_IDR_SN_2024_IF;7;40299840;4076600000;0;;
CSHNDL_IDR;CSHNDL_SPRING_AG_L_IDR_SN_2023_IF;1109;5217105884;5,48412E+11;0;;
CSHNDL_IDR;CSHNDL_SPRING_AG_L_IDR_SN_2024_IF;78;361001412;31090300027;0;;
CSLGM__IDR;CSLGM__AZID_AG_L_IDR_SN_2024_IF;126;6428896028.5;1,57182E+11;0;;
CSLGM__IDR;CSLGM__AZID_AG_L_IDR_SN_2025_Q1;56;1214985000;42549500002;0;;
CSLGM__IDR;CSLGM__AZID_AG_L_IDR_SN_2025_Q2;27;2.336.547.675.425;58743300000;0;;
CSLGM__IDR;CSLGM__EAGLE_AG_L_IDR_SN_2024_IF;1652;75.116.718.984.735;2,93054E+12;0;;
CSLGM__IDR;CSLGM__EAGLE_AG_L_IDR_SN_2025_Q1;441;13.737.473.728.911.100;5,23519E+11;0;;
CSLGM__IDR;CSLGM__EAGLE_AG_L_IDR_SN_2025_Q2;287;10645239195.7;3,87866E+11;0;;
CSLGM__IDR;CSLGM__SPRING_AG_L_IDR_SN_2024_IF;302;19.336.647.867.125;6,70153E+11;0;;
CSLGM__IDR;CSLGM__SPRING_AG_L_IDR_SN_2025_Q1;96;3061070900;1,22367E+11;0;;
CSLGM__IDR;CSLGM__SPRING_AG_L_IDR_SN_2025_Q2;68;2154179472;77274022500;0;;
CSNREN_IDR;CSNREN_NISP_NK_L_IDR_SI_2025_Q2;2;78967500;750000000;0;;
CSREN__IDR;CSREN__MAYBANK_NK_L_IDR_SI_2024_IF;1699;65406970096;6,21662E+11;0;;
CSREN__IDR;CSREN__MAYBANK_NK_L_IDR_SI_2025_Q1;438;16335987665;1,57116E+11;0;;
CSREN__IDR;CSREN__MAYBANK_NK_L_IDR_SI_2025_Q2;394;11507095082;1,09561E+11;0;;
CTCICP_IDR;CTCICP_HSBC_KT_H_IDR_NO_2021_IF;58;109584000;7200000000;0;;
CTCICP_IDR;CTCICP_HSBC_KT_H_IDR_NO_2022_IF;23;60036000;3400000000;0;;
CTEZPL_IDR;CTEZPL_NISP_NK_L_IDR_NO_2024_IF;25;60900000;2272500000;0;;
CTEZPL_IDR;CTEZPL_NISP_NK_L_IDR_NO_2025_Q1;5;31100000;1170000000;0;;
CTEZPL_IDR;CTEZPL_NISP_NK_L_IDR_NO_2025_Q2;5;28800000;1080000000;0;;
CTEZPL_IDR;CTEZPL_TELEMAYBANK_NK_L_IDR_NO_2023_IF;126;238800000;7762500000;0;;
CTEZPL_IDR;CTEZPL_TELEMAYBANK_NK_L_IDR_NO_2024_IF;1131;1857000000;61785000000;0;;
CTEZPL_IDR;CTEZPL_TELEMAYBANK_NK_L_IDR_NO_2025_Q1;601;1093200000;37530000000;0;;
CTEZPL_IDR;CTEZPL_TELEMAYBANK_NK_L_IDR_NO_2025_Q2;978;2065800000;71021250000;0;;
CTEZPL_IDR;CTEZPL_TELEWOORI_NK_L_IDR_NO_2023_IF;100;130800000;3600000000;0;;
CTEZPL_IDR;CTEZPL_TELEWOORI_NK_L_IDR_NO_2024_IF;210;343200000;9877500000;0;;
CTEZPL_IDR;CTEZPL_TELEWOORI_NK_L_IDR_NO_2025_Q1;78;137400000;3453750000;0;;
CTEZPL_IDR;CTEZPL_TELEWOORI_NK_L_IDR_NO_2025_Q2;110;181200000;5557500000;0;;
CTMPJG_IDR;CTMPJG_MAYBANK_NK_L_IDR_NO_2018_IF;163;325800000;13575000000;0;;
CTMPJG_IDR;CTMPJG_MAYBANK_NK_L_IDR_NO_2019_IF;139;271800000;11325000000;0;;
CTMPJG_IDR;CTMPJG_MAYBANK_NK_L_IDR_NO_2020_IF;2218;3774000000;1,5725E+11;0;;
CTMPJG_IDR;CTMPJG_MAYBANK_NK_L_IDR_NO_2021_IF;3725;6391200000;2,663E+11;0;;
CTMPJG_IDR;CTMPJG_MAYBANK_NK_L_IDR_NO_2022_IF;2483;6322800000;2,6345E+11;0;;
CTMPJG_IDR;CTMPJG_MAYBANK_NK_L_IDR_NO_2023_IF;1181;4006800000;1,6695E+11;0;;
CTMPJG_IDR;CTMPJG_MAYBANK_NK_L_IDR_NO_2024_IF;1072;4903200000;2,043E+11;0;;
CTMPJG_IDR;CTMPJG_MAYBANK_NK_L_IDR_NO_2025_Q1;494;2206200000;91925000000;0;;
CTMPJG_IDR;CTMPJG_MAYBANK_NK_L_IDR_NO_2025_Q2;770;3366000000;1,4025E+11;0;;
CTMPJG_IDR;CTMPJG_TELEMAYBANK_NK_L_IDR_NO_2020_IF;795;2425200000;1,0105E+11;0;;
CTMPJG_IDR;CTMPJG_TELEMAYBANK_NK_L_IDR_NO_2021_IF;93;220800000;9200000000;0;;
CTMPJG_IDR;CTMPJG_TELEMAYBANK_NK_L_IDR_NO_2023_IF;29;37200000;1550000000;0;;
CTMPJS_IDR;CTMPJS_MAYBANK_NK_L_IDR_NO_2018_IF;6;7200000;600000000;0;;
CTMPJS_IDR;CTMPJS_MAYBANK_NK_L_IDR_NO_2019_IF;4;6600000;550000000;0;;
CTMPJS_IDR;CTMPJS_MAYBANK_NK_L_IDR_NO_2020_IF;1;2400000;200000000;0;;
CTMPSL_IDR;CTMPSL_TELEMAYBANK_NK_L_IDR_NO_2021_IF;1168;2504400000;85320000000;0;;
CTMPSL_IDR;CTMPSL_TELEMAYBANK_NK_L_IDR_NO_2022_IF;1486;3957600000;1,26068E+11;0;;
CTMPSL_IDR;CTMPSL_TELEMAYBANK_NK_L_IDR_NO_2023_IF;3021;11001600000;3,4947E+11;0;;
CTMPSL_IDR;CTMPSL_TELEMAYBANK_NK_L_IDR_NO_2024_IF;2706;13617600000;4,3686E+11;0;;
CTMPSL_IDR;CTMPSL_TELEMAYBANK_NK_L_IDR_NO_2025_Q1;1046;4836000000;1,58445E+11;0;;
CTMPSL_IDR;CTMPSL_TELEMAYBANK_NK_L_IDR_NO_2025_Q2;1263;5865600000;2,00858E+11;0;;
CTPLA__IDR;CTPLA__HSBC_KT_L_IDR_NO_2023_IF;6;231480000;41000000000;0;;
CTPLA__IDR;CTPLA__HSBC_KT_L_IDR_NO_2024_IF;3;47450000;15000000000;0;;
CTSL___IDR;CTSL___AZID_AG_L_IDR_NO_2014_IF;2;10570000;1000000000;0;;
CTSL___IDR;CTSL___AZID_AG_L_IDR_NO_2016_IF;2;3535000;362107623;0;;
CTSL___IDR;CTSL___AZID_AG_L_IDR_NO_2017_IF;2;7288800;1026500000;0;;
CTSL___IDR;CTSL___AZID_AG_L_IDR_NO_2018_IF;5;6231480;838695794;0;;
CTSL___IDR;CTSL___AZID_AG_L_IDR_NO_2019_IF;6;11190000;871541119;0;;
CTSL___IDR;CTSL___AZID_AG_L_IDR_NO_2020_IF;1;504570;16500000;0;;
CTSL___IDR;CTSL___EAGLE_AG_L_IDR_NO_2017_IF;2;5335500;450586224;0;;
CTSL___IDR;CTSL___SPRING_AG_L_IDR_NO_2014_IF;1;1420000;200000000;0;;
CTSL___IDR;CTSL___SPRING_AG_L_IDR_NO_2018_IF;2;1000000;59612948;0;;
CTSL__A_IDR;CTSL__A_AZID_AG_L_IDR_NO_2020_IF;3;3062160;590678899;0;;
CTSL__A_IDR;CTSL__A_AZID_AG_L_IDR_NO_2021_IF;5;2512450;316027481;0;;
CTSL__A_IDR;CTSL__A_EAGLE_AG_L_IDR_NO_2020_IF;1;500000;52966102;0;;
CTSL__A_IDR;CTSL__A_SPRING_AG_L_IDR_NO_2020_IF;1;10650000;1500000000;0;;
CTSL__A_IDR;CTSL__A_SPRING_AG_L_IDR_NO_2021_IF;1;2000000;266311585;0;;
CTTP___IDR;CTTP___AZID_AG_L_IDR_NO_2014_IF;17;33588000;2300000000;0;;
CTTP___IDR;CTTP___SPRING_AG_L_IDR_NO_2014_IF;106;165592800;13400000000;0;;
CWEWP__IDR;CWEWP__AZID_AG_L_IDR_PI_2014_IF;282;693526159;23977000000;153458118;;
CWEWP__USD;CWEWP__AZID_AG_L_USD_PI_2014_IF;1;546;15000;0;;
CWEXP__IDR;CWEXP__AZID_AG_L_IDR_PI_2014_IF;2428;5961866086;3,33155E+11;4610672857;;
CWEXP__USD;CWEXP__AZID_AG_L_USD_PI_2014_IF;152;210704.24;4539400;168663.7;;
CWFUTR_IDR;CWFUTR_MAYBANK_NK_L_IDR_NO_2025_Q1;33;11466772950;1,3826E+11;0;;
CWFUTR_IDR;CWFUTR_MAYBANK_NK_L_IDR_NO_2025_Q2;24;6605603310;92444000000;0;;
CWGLGC_IDR;CWGLGC_BTPN_NK_L_IDR_NO_2023_IF;412;19820109248.75;821990942525.5;0;;
CWGLGC_IDR;CWGLGC_BTPN_NK_L_IDR_NO_2024_IF;465;20052699941.09;8,33452E+11;0;;
CWGLGC_IDR;CWGLGC_BTPN_NK_L_IDR_NO_2025_Q1;61;2.461.751.215.517.640.000.000;1,05848E+11;0;;
CWGLGC_IDR;CWGLGC_BTPN_NK_L_IDR_NO_2025_Q2;69;3090564040;1,16974E+11;0;;
CWGLGC_USD;CWGLGC_BTPN_NK_L_USD_NO_2023_IF;5;20369;1075000;0;;
CWGLGC_USD;CWGLGC_BTPN_NK_L_USD_NO_2024_IF;17;108940;2570183;0;;
CWGLGC_USD;CWGLGC_BTPN_NK_L_USD_NO_2025_Q1;2;13909;320740;0;;
CWHIPP_IDR;CWHIPP_HSBC_KT_L_IDR_NI_2024_IF;646;77245000000;77245000000;0;;
CWHIPP_IDR;CWHIPP_HSBC_KT_L_IDR_NI_2025_Q1;335;44092000000;44092000000;0;;
CWHIPP_IDR;CWHIPP_HSBC_KT_L_IDR_NI_2025_Q2;292;35810000000;35810000000;0;;
CWLGC__IDR;CWLGC__AZID_AG_L_IDR_NO_2023_IF;456;19.090.307.383.518.700.000.000;8,83151E+11;0;;
CWLGC__IDR;CWLGC__AZID_AG_L_IDR_NO_2024_IF;431;15.573.210.000.861.800.000.000;6,32193E+11;0;;
CWLGC__IDR;CWLGC__AZID_AG_L_IDR_NO_2025_Q1;70;2192012396;86760888999;0;;
CWLGC__IDR;CWLGC__AZID_AG_L_IDR_NO_2025_Q2;85;2602991247.18;1,38547E+11;0;;
CWLGC__USD;CWLGC__AZID_AG_L_USD_NO_2023_IF;6;48645;1395400;0;;
CWLGC__USD;CWLGC__AZID_AG_L_USD_NO_2024_IF;9;260859;10832750;0;;
CWLGC__USD;CWLGC__AZID_AG_L_USD_NO_2025_Q2;1;13578;300000;0;;
CWLGC__IDR;CWLGC__AZLI_STAFF_AG_L_IDR_NO_2023_IF;36;951656900;51010000000;0;;
CWLGC__IDR;CWLGC__AZLI_STAFF_AG_L_IDR_NO_2024_IF;10;197068800;15350000000;0;;
CWLGC__IDR;CWLGC__AZLI_STAFF_AG_L_IDR_NO_2025_Q1;2;50830000;2600000000;0;;
CWLGC__IDR;CWLGC__AZLI_STAFF_AG_L_IDR_NO_2025_Q2;2;111464000;3000000000;0;;
CWLGC__IDR;CWLGC__EAGLE_AG_L_IDR_NO_2023_IF;7931;40.334.628.434.602.400.000.000.000.000;19983179583512.1;0;;
CWLGC__IDR;CWLGC__EAGLE_AG_L_IDR_NO_2024_IF;6844;27.243.867.298.477.500.000.000.000.000;12668934851668.7;0;;
CWLGC__IDR;CWLGC__EAGLE_AG_L_IDR_NO_2025_Q1;1552;55.725.612.138.653.500.000.000.000.000;2,51814E+12;0;;
CWLGC__IDR;CWLGC__EAGLE_AG_L_IDR_NO_2025_Q2;1216;45.281.334.581.642.800.000.000;2,14478E+12;0;;
CWLGC__USD;CWLGC__EAGLE_AG_L_USD_NO_2023_IF;110;1326587.9;41965198.9;0;;
CWLGC__USD;CWLGC__EAGLE_AG_L_USD_NO_2024_IF;93;1277994.08;32236081;0;;
CWLGC__USD;CWLGC__EAGLE_AG_L_USD_NO_2025_Q1;29;302081;8837000;0;;
CWLGC__USD;CWLGC__EAGLE_AG_L_USD_NO_2025_Q2;39;300996.59;10626020;0;;
CWLGC__IDR;CWLGC__SPRING_AG_L_IDR_NO_2023_IF;1966;9.702.572.135.136.840.000.000.000.000;4944109120072.7;0;;
CWLGC__IDR;CWLGC__SPRING_AG_L_IDR_NO_2024_IF;1523;62.465.285.224.955.900.000.000.000.000;3009498629247.8;0;;
CWLGC__IDR;CWLGC__SPRING_AG_L_IDR_NO_2025_Q1;378;12761506329.66;6,05545E+11;0;;
CWLGC__IDR;CWLGC__SPRING_AG_L_IDR_NO_2025_Q2;323;11.718.499.984.085.500.000.000.000.000;5,42236E+11;0;;
CWLGC__USD;CWLGC__SPRING_AG_L_USD_NO_2023_IF;23;214112.99;5911200;0;;
CWLGC__USD;CWLGC__SPRING_AG_L_USD_NO_2024_IF;16;132178;5149000;0;;
CWLGC__USD;CWLGC__SPRING_AG_L_USD_NO_2025_Q1;4;35392;1860000;0;;
CWLGC__USD;CWLGC__SPRING_AG_L_USD_NO_2025_Q2;3;18463;792500;0;;
CWLGCP_IDR;CWLGCP_BCI_NK_L_IDR_NO_2023_IF;4;192207000;9000000000;0;;
CWLGCP_IDR;CWLGCP_BCI_NK_L_IDR_NO_2024_IF;24;1721974810;51346000001.1;0;;
CWLGCP_IDR;CWLGCP_BCI_NK_L_IDR_NO_2025_Q1;3;50019400;3706000000;0;;
CWLGCP_IDR;CWLGCP_BCI_NK_L_IDR_NO_2025_Q2;1;77072000;1760000000;0;;
CWLGCP_USD;CWLGCP_BCI_NK_L_USD_NO_2024_IF;1;3001;75300;0;;
CWLGCP_IDR;CWLGCP_HANA_NK_L_IDR_NO_2024_IF;8;690699000;19420000000;0;;
CWLGCP_IDR;CWLGCP_HANA_NK_L_IDR_NO_2025_Q1;21;1384955500;58260000000;0;;
CWLGCP_IDR;CWLGCP_HANA_NK_L_IDR_NO_2025_Q2;12;565033300;26625000000;0;;
CWLGCP_USD;CWLGCP_HANA_NK_L_USD_NO_2024_IF;2;27226;385000;0;;
CWLGCP_USD;CWLGCP_HANA_NK_L_USD_NO_2025_Q1;1;10066;132000;0;;
CWLGCP_IDR;CWLGCP_NISP_NK_L_IDR_NO_2024_IF;415;19.692.995.163.215.100.000.000;9,24984E+11;0;;
CWLGCP_IDR;CWLGCP_NISP_NK_L_IDR_NO_2025_Q1;39;1910541300;72086500000;0;;
CWLGCP_IDR;CWLGCP_NISP_NK_L_IDR_NO_2025_Q2;44;1656364623.26;88013175000;0;;
CWLGCP_USD;CWLGCP_NISP_NK_L_USD_NO_2024_IF;58;503005.96;14359320;0;;
CWLGCP_USD;CWLGCP_NISP_NK_L_USD_NO_2025_Q1;4;60614;1515000;0;;
CWLGCP_USD;CWLGCP_NISP_NK_L_USD_NO_2025_Q2;8;57619;1390000;0;;
CWLGCP_IDR;CWLGCP_QNB_NK_L_IDR_NO_2025_Q1;1;18941000;1400000000;0;;
CWLGCP_IDR;CWLGCP_QNB_NK_L_IDR_NO_2025_Q2;34;1824204680.5;77197000000;0;;
CWLGCP_USD;CWLGCP_QNB_NK_L_USD_NO_2025_Q2;3;17543;540000;0;;
CWLGCP_IDR;CWLGCP_VICTORIA_NK_L_IDR_NO_2023_IF;11;712507200;28580000000;0;;
CWLGCP_IDR;CWLGCP_VICTORIA_NK_L_IDR_NO_2024_IF;24;1369305400;52290000000;0;;
CWLGCP_IDR;CWLGCP_VICTORIA_NK_L_IDR_NO_2025_Q1;4;294322500;13550000000;0;;
CWLGCP_IDR;CWLGCP_VICTORIA_NK_L_IDR_NO_2025_Q2;3;227613400;10620000000;0;;
CWMLGC_IDR;CWMLGC_MAYBANK_NK_L_IDR_NO_2023_IF;1015;48119180956.81;2,21384E+12;0;;
CWMLGC_IDR;CWMLGC_MAYBANK_NK_L_IDR_NO_2024_IF;1346;60.719.289.103.954.600.000.000;2,50858E+12;0;;
CWMLGC_IDR;CWMLGC_MAYBANK_NK_L_IDR_NO_2025_Q1;322;14.354.234.373.394.300.000.000;5,83265E+11;0;;
CWMLGC_IDR;CWMLGC_MAYBANK_NK_L_IDR_NO_2025_Q2;318;11609788780.08;5,0515E+11;0;;
CWMLGC_USD;CWMLGC_MAYBANK_NK_L_USD_NO_2023_IF;40;392295.57;9342765;0;;
CWMLGC_USD;CWMLGC_MAYBANK_NK_L_USD_NO_2024_IF;64;711167.9;16883210;0;;
CWMLGC_USD;CWMLGC_MAYBANK_NK_L_USD_NO_2025_Q1;27;269809.76;5004945;0;;
CWMLGC_USD;CWMLGC_MAYBANK_NK_L_USD_NO_2025_Q2;11;65681.44;1253310;0;;
CWMP___IDR;CWMP___AZID_AG_L_IDR_PI_2014_IF;1120;2835570476;92829701629;1122426497.56;;
CWMP___IDR;CWMP___AZID_AG_L_IDR_PI_2015_IF;22;46920820;1834611591;11551779;;
CWMP___IDR;CWMP___AZID_AG_L_IDR_PI_2016_IF;20;37271016;1329205610;6481094;;
CWMP___USD;CWMP___AZID_AG_L_USD_PI_2014_IF;17;31808.2;587000;15801.08;;
CWMP___IDR;CWMP___SPRING_AG_L_IDR_PI_2014_IF;17;450357645;6952500000;-1;;
CWMP___IDR;CWMP___SPRING_AG_L_IDR_PI_2015_IF;5;4614600;386188863;1614708;;
CWMP___IDR;CWMP___SPRING_AG_L_IDR_PI_2016_IF;11;448815800;3491955812;0;;
CWMP___USD;CWMP___SPRING_AG_L_USD_PI_2014_IF;1;4336;100000;0;;
CWMP___USD;CWMP___SPRING_AG_L_USD_PI_2016_IF;1;10527.6;30000;0;;
CWMWKU_IDR;CWMWKU_DANAMON_NK_L_IDR_PI_2014_IF;24;989405200;6657880815;238624486;;
CWPRLA_IDR;CWPRLA_HSBC_KT_L_IDR_NO_2024_IF;514;2,00449E+11;2,25621E+12;0;;
CWPRLA_IDR;CWPRLA_HSBC_KT_L_IDR_NO_2025_Q1;89;30706529100;3,49132E+11;0;;
CWPRLA_IDR;CWPRLA_HSBC_KT_L_IDR_NO_2025_Q2;77;31482868500;3,2425E+11;0;;
CWSX___IDR;CWSX___AZID_AG_L_IDR_PI_2014_IF;1415;3942459677;1,64243E+11;1169820876;;
CWSX___USD;CWSX___AZID_AG_L_USD_PI_2014_IF;53;102566.26;1559500;9781.51;;
CWSXP__IDR;CWSXP__AZID_AG_L_IDR_PI_2014_IF;46;100883624;4299000000;11536510;;
WPCI77_IDR;WPCI77_ASN3_AG_L_IDR_NO_2024_IF;2;347512;6491700;0;;
WPCI77_IDR;WPCI77_AZID_AG_L_IDR_NO_2021_IF;3;1089801;9615500;0;;
WPCI77_IDR;WPCI77_AZID_AG_L_IDR_NO_2022_IF;63;73175629.6;933227655;0;;
WPCI77_IDR;WPCI77_AZID_AG_L_IDR_NO_2023_IF;91;98235500.56;1353196887;0;;
WPCI77_IDR;WPCI77_AZID_AG_L_IDR_NO_2024_IF;108;103840777;1279673761;0;;
WPCI77_IDR;WPCI77_AZID_AG_L_IDR_NO_2025_Q1;12;19903491;150504710;0;;
WPCI77_IDR;WPCI77_AZID_AG_L_IDR_NO_2025_Q2;17;24198661;192264300;0;;
WPCI77_IDR;WPCI77_EAGLE_AG_L_IDR_NO_2020_IF;1;691524;3331050;0;;
WPCI77_IDR;WPCI77_EAGLE_AG_L_IDR_NO_2021_IF;15;16553194;399431800;0;;
WPCI77_IDR;WPCI77_EAGLE_AG_L_IDR_NO_2022_IF;96;126680036;2996959940;0;;
WPCI77_IDR;WPCI77_EAGLE_AG_L_IDR_NO_2023_IF;101;103295136;2269722140;0;;
WPCI77_IDR;WPCI77_EAGLE_AG_L_IDR_NO_2024_IF;74;48221620;851979967;0;;
WPCI77_IDR;WPCI77_EAGLE_AG_L_IDR_NO_2025_Q1;14;8535111;325312080;0;;
WPCI77_IDR;WPCI77_EAGLE_AG_L_IDR_NO_2025_Q2;7;6327976;355792700;0;;
WPCI77_IDR;WPCI77_SPRING_AG_L_IDR_NO_2020_IF;8;6995319;273310000;0;;
WPCI77_IDR;WPCI77_SPRING_AG_L_IDR_NO_2021_IF;35;40014788.88;811501865;0;;
WPCI77_IDR;WPCI77_SPRING_AG_L_IDR_NO_2022_IF;229;278347528;5482283115;0;;
WPCI77_IDR;WPCI77_SPRING_AG_L_IDR_NO_2023_IF;348;498769535;8028897313;0;;
WPCI77_IDR;WPCI77_SPRING_AG_L_IDR_NO_2024_IF;424;317542845;5282500151;0;;
WPCI77_IDR;WPCI77_SPRING_AG_L_IDR_NO_2025_Q1;104;105981017;1761436597;0;;
WPCI77_IDR;WPCI77_SPRING_AG_L_IDR_NO_2025_Q2;70;57600391;448883515;0;;
CCBKP__IDR;CCBKP__BUKOPIN_NK_L_IDR_NO_2022_IF;34;829580564;5353554669;0;;
CCWSR__IDR;CCWSR__WOORI_NK_L_IDR_NO_2022_IF;928;7233381589.2;54397972000;0;;
CCBKR__IDR;CCBKR__BUKOPIN_NK_L_IDR_NO_2022_IF;6;140327792;874733328;0;;
CCWSA__IDR;CCWSA__WOORI_NK_L_IDR_NO_2022_IF;680;3316711145;1,13546E+11;0;;
CCBPCN_IDR;CCBPCN_BTPN_NK_L_IDR_NO_2022_IF;74;340346335.03;2790658000;0;;
CCPBMT_IDR;CCPBMT_MANTAP_NK_L_IDR_NO_2022_IF;3;7035000;125000000;0;;
CCBPCN_IDR;CCBPCN_BTPN_NK_L_IDR_NO_2023_IF;35910;44.071.398.722.242.700;2,70145E+12;0;;
CCBPCN_IDR;CCBPCN_BTPN_NK_L_IDR_NO_2024_IF;77850;80.644.419.195.422.900;4,75758E+12;0;;
CCPBMT_IDR;CCPBMT_MANTAP_NK_L_IDR_NO_2023_IF;11021;58846193103.5;7,70249E+11;0;;
CCWSR__IDR;CCWSR__WOORI_NK_L_IDR_NO_2023_IF;1359;9924672795.4;74221767000;0;;
CCWSA__IDR;CCWSA__WOORI_NK_L_IDR_NO_2023_IF;3754;23.048.068.382.379.000;8,82478E+11;0;;
CCBKR__IDR;CCBKR__BUKOPIN_NK_L_IDR_NO_2023_IF;89;1890463400;8934600000;0;;
CCBKP__IDR;CCBKP__BUKOPIN_NK_L_IDR_NO_2023_IF;40;21.130.412.656.402;11517038977;0;;
CCBKA__IDR;CCBKA__BUKOPIN_NK_L_IDR_NO_2023_IF;21;32252700;3188000000;0;;
CCPBMT_IDR;CCPBMT_MANTAP_NK_L_IDR_NO_2024_IF;17307;106457530734.75;1,20831E+12;0;;
CCWSA__IDR;CCWSA__WOORI_NK_L_IDR_NO_2024_IF;2172;8226146576;3,90091E+11;0;;
CCBKA__IDR;CCBKA__BUKOPIN_NK_L_IDR_NO_2024_IF;66;84725750;8478000000;0;;
CCBKP__IDR;CCBKP__BUKOPIN_NK_L_IDR_NO_2024_IF;4;165607034;916347500;0;;
CCBKR__IDR;CCBKR__BUKOPIN_NK_L_IDR_NO_2024_IF;29;612099410;2898300000;0;;
CCPBMT_IDR;CCPBMT_MANTAP_NK_L_IDR_NO_2025_Q1;15816;84299042223.5;4,87125E+11;0;;
CCMTPC_IDR;CCMTPC_MANTAP_NK_L_IDR_NO_2024_IF;4;35582080;358000000;0;;
CCMBSI_IDR;CCMBSI_BSI_NK_L_IDR_SN_2024_IF;10;2.079.174.003.535;1103000000;0;;
CCPBSI_IDR;CCPBSI_BSI_NK_L_IDR_SN_2024_IF;15;3.545.258.712.941;1598500000;0;;
CCWSA__IDR;CCWSA__WOORI_NK_L_IDR_NO_2025_Q1;387;402.584.130.696;24239754334;0;;
CCBPCN_IDR;CCBPCN_BTPN_NK_L_IDR_NO_2025_Q1;9685;11.068.697.822.760.600;6,68799E+11;0;;
CCPBMT_IDR;CCPBMT_MANTAP_NK_L_IDR_NO_2025_Q2;13048;69.778.955.408.875;4,04432E+11;0;;
CCBPCN_IDR;CCBPCN_BTPN_NK_L_IDR_NO_2025_Q2;7981;9.172.152.800.307.060;5,67709E+11;0;;
CCMTA__IDR;CCMTA__MANTAP_NK_L_IDR_NO_2024_IF;2;12870300;966000000;0;;
CCPBSI_IDR;CCPBSI_BSI_NK_L_IDR_SN_2025_Q2;692;14.661.889.871.371.200.000.000.000.000;76143200001;0;;
CCMTA__IDR;CCMTA__MANTAP_NK_L_IDR_NO_2025_Q1;6;15185700;1700000000;0;;
CCPBSI_IDR;CCPBSI_BSI_NK_L_IDR_SN_2025_Q1;158;3.376.801.101.856.660.000;16889000000;0;;
CCWSA__IDR;CCWSA__WOORI_NK_L_IDR_NO_2025_Q2;262;265128052;16794180000;0;;
CCMTA__IDR;CCMTA__MANTAP_NK_L_IDR_NO_2025_Q2;2;19147500;1250000000;0;;
CCMBSI_IDR;CCMBSI_BSI_NK_L_IDR_SN_2025_Q2;1;106500;50000000;0;;
CCBPC3_IDR;CCBPC3_BTPN_NK_L_IDR_NO_2014_IF;3748;0;3,61905E+11;0;;
CCBPC3_IDR;CCBPC3_BTPN_NK_L_IDR_NO_2015_IF;8493;0;9,69418E+11;0;;
CCBPC3_IDR;CCBPC3_BTPN_NK_L_IDR_NO_2016_IF;16555;0;2,02045E+12;0;;
CCBPC3_IDR;CCBPC3_BTPN_NK_L_IDR_NO_2017_IF;22175;0;2,87076E+12;0;;
CCBPC3_IDR;CCBPC3_BTPN_NK_L_IDR_NO_2018_IF;23252;0;2,96747E+12;0;;
CCBPC3_IDR;CCBPC3_BTPN_NK_L_IDR_NO_2019_IF;24170;0;1,53487E+12;0;;
CCBPC3_IDR;CCBPC3_BTPN_NK_L_IDR_NO_2020_IF;14053;0;9,6771E+11;0;;
CCBPC3_IDR;CCBPC3_BTPN_NK_L_IDR_NO_2021_IF;11107;0;7,70316E+11;0;;
CCBPC3_IDR;CCBPC3_BTPN_NK_L_IDR_NO_2022_IF;6911;0;5,00285E+11;0;;
CASFM__IDR;CASFM__EAGLE_AG_H_IDR_SN_2024_IF;723;8385629000;18075000000;0;;
CASFM__IDR;CASFM__SPRING_AG_H_IDR_SN_2024_IF;167;1939037000;4175000000;0;;
CASFM__IDR;CASFM__EAGLE_AG_H_IDR_SN_2025_Q2;743;8078191500;18575000000;0;;
CASFM__IDR;CASFM__AZID_AG_H_IDR_SN_2025_Q2;69;719915000;1725000000;0;;
CASFM__IDR;CASFM__SPRING_AG_H_IDR_SN_2025_Q2;106;1098577000;2650000000;0;;
CASFM__IDR;CASFM__EAGLE_AG_H_IDR_SN_2025_Q1;766;8358767000;19150000000;0;;
CASFM__IDR;CASFM__AZID_AG_H_IDR_SN_2025_Q1;107;1074112000;2675000000;0;;
CASFM__IDR;CASFM__SPRING_AG_H_IDR_SN_2025_Q1;164;1744895000;4100000000;0;;
CALFM__IDR;CALFM__EAGLE_AG_H_IDR_NO_2024_IF;3894;50960266000;97350000000;0;;
CALFM__IDR;CALFM__AZID_AG_H_IDR_NO_2024_IF;254;3258199000;6350000000;0;;
CALFM__IDR;CALFM__SPRING_AG_H_IDR_NO_2024_IF;1448;17008415000;36200000000;0;;
CALFM__IDR;CALFM__EAGLE_AG_H_IDR_NO_2025_Q2;3570;41390270250;89250000000;0;;
CALFM__IDR;CALFM__SPRING_AG_H_IDR_NO_2025_Q2;1531;17009454850;38275000000;0;;
