product_group,goc,pol_num,pre_ann,sum_assur,total_fund
ULDRKA_IDR,ULDRKA_DANAMON_NK_IDR_UL_2014_IF,518,4347539996,128687000000,31043163342.178118
ULDRKA_USD,ULDRKA_DANAMON_NK_USD_UL_2014_IF,1,1250,20000,5285.0109048
ULDRKS_IDR,ULDRKS_DANAMON_NK_IDR_UL_2014_IF,3628,23069599979.999999999996,710550000000,167431753978.15817
ULDRKS_USD,ULDRKS_DANAMON_NK_USD_UL_2014_IF,71,115715,1808150,887418.9264616
ULDRP__IDR,ULDRP__DANAMON_NK_IDR_UL_2014_IF,1,15000000,300000000,56795458.352841
ULFC___IDR,ULFC___HSBC_KT_IDR_UL_2014_IF,7,425000000,4250000000,599140978
ULFCK__USD,ULFCK__HSBC_KT_USD_UL_2014_IF,3,7500,210000,13198
ULFIVS_IDR,ULFIVS_QNB_NK_IDR_UL_2020_IF,17,850000000,1275000000,6544006666.338937
ULFIVS_IDR,ULFIVS_QNB_NK_IDR_UL_2021_IF,24,1200000000,1800000000,4873830237.357969
ULFIVS_IDR,ULFIVS_QNB_NK_IDR_UL_2022_IF,17,850000000,1275000000,5582237006.511948
ULFIVS_IDR,ULFIVS_QNB_NK_IDR_UL_2023_IF,2,100000000,150000000,628370836.384813
ULFIVS_USD,ULFIVS_QNB_NK_USD_UL_2020_IF,31,166500,249750,565198.37159285564336
ULFIVS_USD,ULFIVS_QNB_NK_USD_UL_2021_IF,42,210000,315000,868213.0784924
ULFIVS_USD,ULFIVS_QNB_NK_USD_UL_2022_IF,3,15000,22500,15511.3943184
ULFIVS_USD,ULFIVS_QNB_NK_USD_UL_2023_IF,1,5000,7500,31704.3135086
ULFLFS_IDR,ULFLFS_QNB_NK_IDR_UL_2020_IF,57,2270000000,50295000000,5151116566.842255
ULFLFS_IDR,ULFLFS_QNB_NK_IDR_UL_2021_IF,52,2149000000,35100000000,8756243662.95658
ULFLFS_IDR,ULFLFS_QNB_NK_IDR_UL_2022_IF,44,2310000000,25685000000,6379374062.725686
ULFLFS_IDR,ULFLFS_QNB_NK_IDR_UL_2023_IF,1,30000000,750000000,31793799
ULFLFS_USD,ULFLFS_QNB_NK_USD_UL_2020_IF,27,102000,1142000,345922.12477804
ULFLFS_USD,ULFLFS_QNB_NK_USD_UL_2021_IF,22,65000,326000,342373.60777184
ULFS___IDR,ULFS___SCB_NK_IDR_UL_2014_IF,88,1726999996,41348500000,5503152634.028619
ULFS___USD,ULFS___SCB_NK_USD_UL_2014_IF,5,17500,180500,31946.7136568
ULFT___IDR,ULFT___BCI_NK_IDR_UL_2014_IF,22,88300000,5075000000,413385170.146046
ULGI1__IDR,ULGI1__BTPN_NK_IDR_UL_2014_IF,29,435000000,543750000,968112855.130457
ULGI1__IDR,ULGI1__BTPN_NK_IDR_UL_2015_IF,19,285000000,356250000,895670774.618256
ULGI1__IDR,ULGI1__BTPN_NK_IDR_UL_2016_IF,36,540000000,675000000,2345463346.150563
ULGI1__IDR,ULGI1__BTPN_NK_IDR_UL_2017_IF,73,1095000000,1368750000,9561852926.732441
ULGI1__IDR,ULGI1__BTPN_NK_IDR_UL_2018_IF,43,790000000,987500000,3590162259.401828
ULGI1__IDR,ULGI1__BTPN_NK_IDR_UL_2019_IF,31,530000000,662500000,4641888257.102842
ULGSU__IDR,ULGSU__BTPN_NK_IDR_UL_2021_IF,47,3120000000,99491647585,8569262107.926781
ULGSU__IDR,ULGSU__BTPN_NK_IDR_UL_2022_IF,95,6159000000,197000000000,22336316925.714296
ULGSU__USD,ULGSU__BTPN_NK_USD_UL_2021_IF,22,136600,3780000,451229.12051064
ULGSU__USD,ULGSU__BTPN_NK_USD_UL_2022_IF,19,121000,3414743.75,324637.11018009
ULGUMA_IDR,ULGUMA_BTPN_NK_IDR_UL_2022_IF,7,500000000,15500000000,1551886842.374649
ULGUMA_IDR,ULGUMA_BTPN_NK_IDR_UL_2023_IF,41,2825000000,92275000000,13108567777.471349
ULGUMA_IDR,ULGUMA_BTPN_NK_IDR_UL_2024_IF,16,1130000000,33500000000,1162802967.162178
ULGUMA_IDR,ULGUMA_BTPN_NK_IDR_UL_2025_Q1,1,60000000,2000000000,35652855
ULGUMA_USD,ULGUMA_BTPN_NK_USD_UL_2022_IF,2,15000,377500,47828.56431865
ULGUMA_USD,ULGUMA_BTPN_NK_USD_UL_2023_IF,4,30500,782500,92968.82931272
ULGUMA_USD,ULGUMA_BTPN_NK_USD_UL_2024_IF,4,29200,740000,19871.6330048
ULGUMA_USD,ULGUMA_BTPN_NK_USD_UL_2025_Q1,3,18000,480000,60523.71029015
ULGUOP_IDR,ULGUOP_BTPN_NK_IDR_UL_2023_IF,199,12517000000,25034000000,79206394349.879015
ULGUOP_IDR,ULGUOP_BTPN_NK_IDR_UL_2024_IF,354,18310000000,36620000000,109851223870.282799
ULGUOP_IDR,ULGUOP_BTPN_NK_IDR_UL_2025_Q1,59,3240000000,6480000000,14122365500.129425
ULGUOP_USD,ULGUOP_BTPN_NK_USD_UL_2023_IF,5,92000,184000,222012.82808714
ULGUOP_USD,ULGUOP_BTPN_NK_USD_UL_2024_IF,30,540000,1080000,1377869.11450827
ULGUOP_USD,ULGUOP_BTPN_NK_USD_UL_2025_Q1,6,108000,216000,157971.09435295
ULGUP__IDR,ULGUP__BTPN_NK_IDR_UL_2014_IF,410,16112800004,291162000000,39226353070.533584
ULGUP__IDR,ULGUP__BTPN_NK_IDR_UL_2015_IF,454,20048350008,398765500000,50547875720.915058
ULGUP__IDR,ULGUP__BTPN_NK_IDR_UL_2016_IF,509,17332999988,341985000000,46175241688.309508
ULGUP__IDR,ULGUP__BTPN_NK_IDR_UL_2017_IF,306,11973500012,247406250000,46842249346.92847
ULGUP__IDR,ULGUP__BTPN_NK_IDR_UL_2018_IF,240,11009008008,188720000000,25553259395.507371
ULGUP__IDR,ULGUP__BTPN_NK_IDR_UL_2019_IF,292,14581400020,217940000000,33218056985.748639
ULGUP__IDR,ULGUP__BTPN_NK_IDR_UL_2020_IF,167,7292204004,97389000000,23944366463.998035
ULGUP__IDR,ULGUP__BTPN_NK_IDR_UL_2021_IF,253,10136100020,117404000000,23779091585.417528
ULGUP__IDR,ULGUP__BTPN_NK_IDR_UL_2022_IF,264,11445500004,130695500000,26697145520.292983
ULGUP__IDR,ULGUP__BTPN_NK_IDR_UL_2023_IF,25,1218000000,18795000000,1776727572.095545
ULGUPM_IDR,ULGUPM_BTPN_NK_IDR_UL_2023_IF,248,14262600012,156705000000,45325737513.691613
ULGUPM_IDR,ULGUPM_BTPN_NK_IDR_UL_2024_IF,340,20812100000,178555500000,29547622678.037548
ULGUPM_IDR,ULGUPM_BTPN_NK_IDR_UL_2025_Q1,47,2929000000,24650000000,4756605204.57694
ULGUPM_USD,ULGUPM_BTPN_NK_USD_UL_2023_IF,2,10300,236000,19023.76062868
ULGUPM_USD,ULGUPM_BTPN_NK_USD_UL_2024_IF,49,342700,2592000,772354.50559714
ULGUPM_USD,ULGUPM_BTPN_NK_USD_UL_2025_Q1,7,51000,364000,81196.8213193
ULGUSI_IDR,ULGUSI_BTPN_NK_IDR_UL_2020_IF,71,10576999996,461863270979,32495656513.769867
ULGUSI_IDR,ULGUSI_BTPN_NK_IDR_UL_2021_IF,40,6410000000,213429940399,16428165966.981072
ULGUSI_IDR,ULGUSI_BTPN_NK_IDR_UL_2022_IF,51,10353000000,322750000000,31806898981.873937
ULGUSI_IDR,ULGUSI_BTPN_NK_IDR_UL_2023_IF,11,1910000000,69250000000,4880634072.530757
ULGUSI_USD,ULGUSI_BTPN_NK_USD_UL_2020_IF,33,457500,13980000,1461330.65319459
ULGUSI_USD,ULGUSI_BTPN_NK_USD_UL_2021_IF,47,685500,18923060,2139941.74922683
ULGUSI_USD,ULGUSI_BTPN_NK_USD_UL_2022_IF,3,44000,1140000,202946.0054568
ULGUSI_USD,ULGUSI_BTPN_NK_USD_UL_2023_IF,2,35000,760000,72650.96105062
ULGUTI_IDR,ULGUTI_BTPN_NK_IDR_UL_2023_IF,15,2835000000,91360000000,8864678322.179608
ULGUTI_IDR,ULGUTI_BTPN_NK_IDR_UL_2024_IF,23,3728000000,125000000000,8158054087.448312
ULGUTI_IDR,ULGUTI_BTPN_NK_IDR_UL_2025_Q1,2,270000000,10650000000,2073355315.351969
ULGUTI_USD,ULGUTI_BTPN_NK_USD_UL_2023_IF,2,25000,880000,38235
ULGUTI_USD,ULGUTI_BTPN_NK_USD_UL_2024_IF,5,63000,1960000,38562
ULGW___IDR,ULGW___BTPN_NK_IDR_UL_2019_IF,28,1135000000,1506250000,6502996250.76407
ULGW___IDR,ULGW___BTPN_NK_IDR_UL_2020_IF,82,3626000000,5332750000,25970131555.226474
ULGW___IDR,ULGW___BTPN_NK_IDR_UL_2021_IF,302,16208666667,24313000000,95972722508.702703
ULGW___IDR,ULGW___BTPN_NK_IDR_UL_2022_IF,427,22479000000,33718500000,169445374161.818578
ULGW___IDR,ULGW___BTPN_NK_IDR_UL_2023_IF,74,3830000000,5745000000,24238769318.296576
ULGW___USD,ULGW___BTPN_NK_USD_UL_2019_IF,19,78500,100625,523234.01898984
ULGW___USD,ULGW___BTPN_NK_USD_UL_2020_IF,71,425000,616875,1549240.79607409
ULGW___USD,ULGW___BTPN_NK_USD_UL_2021_IF,156,1188000,1782000,2478690.65397503
ULGW___USD,ULGW___BTPN_NK_USD_UL_2022_IF,18,135000,202500,303075.03843594
ULGW___USD,ULGW___BTPN_NK_USD_UL_2023_IF,11,82500,123750,201051.53560454
ULHPIP_IDR,ULHPIP_HSBC_KT_IDR_UL_2023_IF,567,39234706678,475911666666,83184944359.378129
ULHPIP_IDR,ULHPIP_HSBC_KT_IDR_UL_2024_IF,548,45942480012,509720000000,76384378710.026365
ULHPIP_IDR,ULHPIP_HSBC_KT_IDR_UL_2025_Q1,56,5031000000,51320000000,4776751380.563248
ULHPIP_USD,ULHPIP_HSBC_KT_USD_UL_2023_IF,326,2130284,24025540,6162559.76817406
ULHPIP_USD,ULHPIP_HSBC_KT_USD_UL_2024_IF,402,3181988,34280000,5497620.86421035
ULHPIP_USD,ULHPIP_HSBC_KT_USD_UL_2025_Q1,61,422900,4706000,559426.01786344
ULHPWA_IDR,ULHPWA_HSBC_KT_IDR_UL_2020_IF,133,21276008008,779310475556,66606498803.402802
ULHPWA_IDR,ULHPWA_HSBC_KT_IDR_UL_2021_IF,144,28028001216,938246034949,78096558427.369266
ULHPWA_IDR,ULHPWA_HSBC_KT_IDR_UL_2022_IF,298,49678040024,1662268756637,128436064017.570766
ULHPWA_IDR,ULHPWA_HSBC_KT_IDR_UL_2023_IF,33,5104999996,176500000000,9562264199.841664
ULHPWA_USD,ULHPWA_HSBC_KT_USD_UL_2020_IF,175,2828744,86609988.088,10067507.34875304197208
ULHPWA_USD,ULHPWA_HSBC_KT_USD_UL_2021_IF,250,3989732,110537927.4,13415460.60153608
ULHPWA_USD,ULHPWA_HSBC_KT_USD_UL_2022_IF,92,1540004,41835000,4356514.17260045
ULHPWA_USD,ULHPWA_HSBC_KT_USD_UL_2023_IF,19,319000,8004000,1413041.94886136
ULHSWA_IDR,ULHSWA_HSBC_KT_IDR_UL_2023_IF,82,14151999984,475180000000,25102266418.845962
ULHSWA_IDR,ULHSWA_HSBC_KT_IDR_UL_2024_IF,61,13998000004,365500000000,19095704433.881939
ULHSWA_IDR,ULHSWA_HSBC_KT_IDR_UL_2025_Q1,7,1180000000,41400000000,781249417
ULHSWA_USD,ULHSWA_HSBC_KT_USD_UL_2023_IF,47,791008,22085000,1217960.45655954
ULHSWA_USD,ULHSWA_HSBC_KT_USD_UL_2024_IF,55,1128008,24485000,2064593.01248011
ULHSWA_USD,ULHSWA_HSBC_KT_USD_UL_2025_Q1,3,52000,1140000,35067
ULHTKG_IDR,ULHTKG_DANAMON_NK_IDR_UL_2014_IF,7,860000000,1075000000,884190274
ULHTKP_IDR,ULHTKP_DANAMON_NK_IDR_UL_2014_IF,3,1200000000,1500000000,81687683
ULHTKS_IDR,ULHTKS_DANAMON_NK_IDR_UL_2014_IF,6,200000000,250000000,272297686
ULHUWA_IDR,ULHUWA_HSBC_KT_IDR_UL_2023_IF,80,4100000000,8200000000,47041370374.28578
ULHUWA_IDR,ULHUWA_HSBC_KT_IDR_UL_2024_IF,88,5200000000,10400000000,28654867449.135044
ULHUWA_IDR,ULHUWA_HSBC_KT_IDR_UL_2025_Q1,8,400000000,800000000,9014111938.10452
ULHUWA_USD,ULHUWA_HSBC_KT_USD_UL_2021_IF,508,2540000,5080000,21061766.82532766
ULHUWA_USD,ULHUWA_HSBC_KT_USD_UL_2022_IF,21,105000,210000,268118.37686151
ULHUWA_USD,ULHUWA_HSBC_KT_USD_UL_2023_IF,31,155000,960000,906847.77298936
ULHUWA_USD,ULHUWA_HSBC_KT_USD_UL_2024_IF,311,1694000,11298000,14981103.11914311
ULHUWA_USD,ULHUWA_HSBC_KT_USD_UL_2025_Q1,87,435000,3132000,4071910.19524014
ULMA___IDR,ULMA___AZID_AG_IDR_UL_2014_IF,543,25966183030,39172884023,24385776397.547909
ULMA___USD,ULMA___AZID_AG_USD_UL_2014_IF,66,526900,695325,644414.9417756
ULMAP__IDR,ULMAP__SPRING_AG_IDR_UL_2014_IF,82,4590300000,7430875000,7652757926.915057
ULMAP__USD,ULMAP__SPRING_AG_USD_UL_2014_IF,16,167650,227925,413080.9777928
ULME___IDR,ULME___AMWAY_NK_IDR_UL_2014_IF,7,22000000,550000000,310278277.413785
ULML___IDR,ULML___AZID_AG_IDR_UL_2014_IF,71,274000000,9160000000,3415683027.727575
ULMPB__IDR,ULMPB__MAYBANK_NK_IDR_SH_2016_IF,50,2881999996,44805000000,5148080834.750378
ULMPB__IDR,ULMPB__MAYBANK_NK_IDR_SH_2017_IF,92,4958999980,51592000000,13728166710.275733
ULMPB__IDR,ULMPB__MAYBANK_NK_IDR_SH_2018_IF,182,9561199980,104755000000,27291482968.203267
ULMPB__IDR,ULMPB__MAYBANK_NK_IDR_SH_2019_IF,171,8986900004,118935000000,26412752725.219431
ULMPB__IDR,ULMPB__MAYBANK_NK_IDR_SH_2020_IF,242,9396999992,118049000000,35272601599.283647
ULMPB__IDR,ULMPB__MAYBANK_NK_IDR_SH_2021_IF,356,12995999996,143220000000,38663383956.77863
ULMPB__IDR,ULMPB__MAYBANK_NK_IDR_SH_2022_IF,582,27586999988,303770000000,80794275445.224196
ULMPB__IDR,ULMPB__MAYBANK_NK_IDR_SH_2023_IF,150,8144050000,71630250000,20300500320.224317
ULMPB2_IDR,ULMPB2_MAYBANK_NK_IDR_SH_2023_IF,516,27128354996,242623274980,58399085333.071551
ULMPB2_IDR,ULMPB2_MAYBANK_NK_IDR_SH_2024_IF,451,30043000008,205080000000,41784942136.617561
ULMPB2_IDR,ULMPB2_MAYBANK_NK_IDR_SH_2025_Q1,27,1898000000,12375000000,3338884302.332039
ULMPI__IDR,ULMPI__MAYBANK_NK_IDR_UL_2016_IF,14,370000000,555000000,3393635425.717624
ULMPI__IDR,ULMPI__MAYBANK_NK_IDR_UL_2017_IF,41,1236000000,1854000000,3216608499.213008
ULMPI__IDR,ULMPI__MAYBANK_NK_IDR_UL_2018_IF,49,1069350000,1604025000,6594192635.643279
ULMPI__IDR,ULMPI__MAYBANK_NK_IDR_UL_2019_IF,109,2705000000,4057500000,15952282637.152977
ULMPI__IDR,ULMPI__MAYBANK_NK_IDR_UL_2020_IF,180,3596000000,5394000000,32701629266.603577
ULMPI__IDR,ULMPI__MAYBANK_NK_IDR_UL_2021_IF,297,3793000000,5689500000,65841300339.89325
ULMPI__IDR,ULMPI__MAYBANK_NK_IDR_UL_2022_IF,311,4144500000,6216750000,78528233106.126549
ULMPI__IDR,ULMPI__MAYBANK_NK_IDR_UL_2023_IF,37,444000000,666000000,24311419514.560359
ULMPI__USD,ULMPI__MAYBANK_NK_USD_UL_2016_IF,2,2400,3600,14752.335268
ULMPI__USD,ULMPI__MAYBANK_NK_USD_UL_2017_IF,13,39000,58500,336308.58813653450912
ULMPI__USD,ULMPI__MAYBANK_NK_USD_UL_2018_IF,9,33400,50100,165522.66057073857112
ULMPI__USD,ULMPI__MAYBANK_NK_USD_UL_2019_IF,59,164400,246600,1229567.40819776136472
ULMPI__USD,ULMPI__MAYBANK_NK_USD_UL_2020_IF,181,255400,383100,4506239.88472109868692
ULMPI__USD,ULMPI__MAYBANK_NK_USD_UL_2021_IF,290,361900,542850,3390715.63124394097404
ULMPI__USD,ULMPI__MAYBANK_NK_USD_UL_2022_IF,48,57600,86400,613889.54309918
ULMPI__USD,ULMPI__MAYBANK_NK_USD_UL_2023_IF,7,8400,12600,153184.47917471
ULMPI2_IDR,ULMPI2_MAYBANK_NK_IDR_UL_2023_IF,218,11650000000,23300000000,106800163518.159131
ULMPI2_IDR,ULMPI2_MAYBANK_NK_IDR_UL_2024_IF,230,12500000000,25000000000,127326282986.027813
ULMPI2_IDR,ULMPI2_MAYBANK_NK_IDR_UL_2025_Q1,51,2552000000,5104000000,23353720186.486103
ULMPI2_USD,ULMPI2_MAYBANK_NK_USD_UL_2023_IF,8,146000,292000,655634.10612721
ULMPI2_USD,ULMPI2_MAYBANK_NK_USD_UL_2024_IF,236,4259000,8518000,13857876.37524162
ULMPI2_USD,ULMPI2_MAYBANK_NK_USD_UL_2025_Q1,48,881000,1762000,2822440.69281687
ULMPIN_IDR,ULMPIN_MAYBANK_NK_IDR_UL_2020_IF,217,34438000004,1304795220012,121049303165.656634
ULMPIN_IDR,ULMPIN_MAYBANK_NK_IDR_UL_2021_IF,143,24037000000,839020102213.2,82554757306.735006
ULMPIN_IDR,ULMPIN_MAYBANK_NK_IDR_UL_2022_IF,137,23476999996,761749997836,67153342282.187115
ULMPIN_IDR,ULMPIN_MAYBANK_NK_IDR_UL_2023_IF,23,4294999996,144000000000,9115759871.459154
ULMPIN_USD,ULMPIN_MAYBANK_NK_USD_UL_2020_IF,141,2190050,59053903.004,8426015.37532528
ULMPIN_USD,ULMPIN_MAYBANK_NK_USD_UL_2021_IF,98,1652004,38512559.104,6070830.87329863394416
ULMPIN_USD,ULMPIN_MAYBANK_NK_USD_UL_2022_IF,25,530304,12501872.45,2492404.40439146
ULMPIN_USD,ULMPIN_MAYBANK_NK_USD_UL_2023_IF,5,112000,1900000,278789.4872357
ULMPN2_IDR,ULMPN2_MAYBANK_NK_IDR_UL_2023_IF,54,10870000000,331688305012,23782472135.684383
ULMPN2_IDR,ULMPN2_MAYBANK_NK_IDR_UL_2024_IF,19,2900000000,124000000000,2936549140.83534
ULMPN2_IDR,ULMPN2_MAYBANK_NK_IDR_UL_2025_Q1,1,120000000,5000000000,81318540
ULMPN2_USD,ULMPN2_MAYBANK_NK_USD_UL_2023_IF,9,155000,3420000,352808.26532534
ULMPN2_USD,ULMPN2_MAYBANK_NK_USD_UL_2024_IF,4,51000,1740000,26786
ULMPP__IDR,ULMPP__MAYBANK_NK_IDR_UL_2016_IF,197,11172000996,205940000000,28610986219.210746
ULMPP__IDR,ULMPP__MAYBANK_NK_IDR_UL_2017_IF,477,26554519928,406541000000,76007104648.70972
ULMPP__IDR,ULMPP__MAYBANK_NK_IDR_UL_2018_IF,597,27207899864,471462000000,113390964530.729384
ULMPP__IDR,ULMPP__MAYBANK_NK_IDR_UL_2019_IF,772,35277000024,628070000020,101515975677.615178
ULMPP__IDR,ULMPP__MAYBANK_NK_IDR_UL_2020_IF,653,26635699968,378490000000,86276481740.584431
ULMPP__IDR,ULMPP__MAYBANK_NK_IDR_UL_2021_IF,854,33928307944,437140000000,116503879727.821161
ULMPP__IDR,ULMPP__MAYBANK_NK_IDR_UL_2022_IF,637,27922499936,380794000000,108761580066.64431
ULMPP__IDR,ULMPP__MAYBANK_NK_IDR_UL_2023_IF,78,3718100004,51970000000,5194812678.490746
ULMPP__USD,ULMPP__MAYBANK_NK_USD_UL_2016_IF,13,114996,1330000,309701.94864598512424
ULMPP__USD,ULMPP__MAYBANK_NK_USD_UL_2017_IF,28,160992,1275000,630484.3110412095698
ULMPP__USD,ULMPP__MAYBANK_NK_USD_UL_2018_IF,27,125500,759000,716264.60921639188924
ULMPP__USD,ULMPP__MAYBANK_NK_USD_UL_2019_IF,67,407500,2715000,1543128.52075257700804
ULMPP__USD,ULMPP__MAYBANK_NK_USD_UL_2020_IF,171,671300,4798500,2589578.86936300528216
ULMPP__USD,ULMPP__MAYBANK_NK_USD_UL_2021_IF,290,1090792,7699500,4429853.1727334410958
ULMPP__USD,ULMPP__MAYBANK_NK_USD_UL_2022_IF,40,179800,1200000,711696.49561073
ULMPP__USD,ULMPP__MAYBANK_NK_USD_UL_2023_IF,5,33000,590000,63432.0269056
ULMPP2_IDR,ULMPP2_MAYBANK_NK_IDR_UL_2023_IF,437,20249449980,242925250000,88012918701.87171
ULMPP2_IDR,ULMPP2_MAYBANK_NK_IDR_UL_2024_IF,553,31173754988,320367845448,57639407290.174237
ULMPP2_IDR,ULMPP2_MAYBANK_NK_IDR_UL_2025_Q1,105,4818000000,53523694210,4049497349.655439
ULMPP2_USD,ULMPP2_MAYBANK_NK_USD_UL_2023_IF,31,141796,1437500,397175.78781615
ULMPP2_USD,ULMPP2_MAYBANK_NK_USD_UL_2024_IF,37,237700,1982000,955279.71230704
ULMPP2_USD,ULMPP2_MAYBANK_NK_USD_UL_2025_Q1,7,39600,291000,109464.61221738
ULMPS__IDR,ULMPS__MAYBANK_NK_IDR_UL_2019_IF,421,3747449984,246877820000,6583219197.364346
ULMPS__IDR,ULMPS__MAYBANK_NK_IDR_UL_2020_IF,379,3294193996,224402280000,5559582148.425673
ULMPS__IDR,ULMPS__MAYBANK_NK_IDR_UL_2021_IF,361,3483499968,224278865000,4157853321.158304
ULMPS__IDR,ULMPS__MAYBANK_NK_IDR_UL_2022_IF,327,3497938984,213665700000,2751774404.849456
ULMPS__IDR,ULMPS__MAYBANK_NK_IDR_UL_2023_IF,68,878349996,51794500000,493361260.590056
ULMSU__IDR,ULMSU__MAYBANK_NK_IDR_UL_2021_IF,112,8179000004,251000000000,22596657922.924327
ULMSU__IDR,ULMSU__MAYBANK_NK_IDR_UL_2022_IF,90,6808399996,224200000000,16994311727.752382
ULMSU__USD,ULMSU__MAYBANK_NK_USD_UL_2021_IF,26,195400,5054999.82,877233.17466951
ULMSU__USD,ULMSU__MAYBANK_NK_USD_UL_2022_IF,14,109500,2798000,365144.0065567
ULMSU2_IDR,ULMSU2_MAYBANK_NK_IDR_UL_2022_IF,2,130000000,4000000000,258013845
ULMSU2_IDR,ULMSU2_MAYBANK_NK_IDR_UL_2023_IF,32,2305000000,71000000000,3468076684.704137
ULMSU2_IDR,ULMSU2_MAYBANK_NK_IDR_UL_2024_IF,11,790015000,27125000000,447452177.010483
ULMSU2_IDR,ULMSU2_MAYBANK_NK_IDR_UL_2025_Q1,2,200100000,5002500000,115896300
ULMSU2_USD,ULMSU2_MAYBANK_NK_USD_UL_2022_IF,1,7001,175025,16506
ULMSU2_USD,ULMSU2_MAYBANK_NK_USD_UL_2023_IF,7,54496,1492500,93208.18894367
ULMSU2_USD,ULMSU2_MAYBANK_NK_USD_UL_2024_IF,8,56000,1500000,46583.7799202
ULMSU2_USD,ULMSU2_MAYBANK_NK_USD_UL_2025_Q1,1,6000,160000,3485
ULNHM1_IDR,ULNHM1_DANAMON_NK_IDR_UL_2014_IF,303,3030000000,4545000000,10401027770.299562
ULNHM2_IDR,ULNHM2_DANAMON_NK_IDR_UL_2014_IF,104,1040000000,1560000000,12075517337.630578
ULNHM3_IDR,ULNHM3_DANAMON_NK_IDR_UL_2014_IF,61,610000000,915000000,21104278485.54998
ULOC___IDR,ULOC___HSBC_KT_IDR_UL_2014_IF,46,552000000,828000000,7888028133.714093
ULOC___IDR,ULOC___HSBC_KT_IDR_UL_2015_IF,6,72000000,108000000,2104974157.570776
ULOC___IDR,ULOC___HSBC_KT_IDR_UL_2016_IF,1,12000000,18000000,50000467.239813
ULOC___IDR,ULOC___HSBC_KT_IDR_UL_2017_IF,17,204000000,306000000,5085436434.586487
ULOC___IDR,ULOC___HSBC_KT_IDR_UL_2018_IF,33,484000000,726000000,6825140318.118187
ULOC___IDR,ULOC___HSBC_KT_IDR_UL_2019_IF,77,970000000,1455000000,24390929113.302061
ULOC___IDR,ULOC___HSBC_KT_IDR_UL_2020_IF,44,686000000,1029000000,13711281676.005486
ULOC___IDR,ULOC___HSBC_KT_IDR_UL_2021_IF,43,516000000,774000000,10009154634.33378
ULOC___IDR,ULOC___HSBC_KT_IDR_UL_2022_IF,109,1346000000,2019000000,28016971868.340591
ULOC___IDR,ULOC___HSBC_KT_IDR_UL_2023_IF,5,60000000,90000000,1033611830.64678
ULOC___USD,ULOC___HSBC_KT_USD_UL_2014_IF,13,15600,23400,204381.8773797825544
ULOC___USD,ULOC___HSBC_KT_USD_UL_2017_IF,1,1200,1800,2174.70641232
ULOC___USD,ULOC___HSBC_KT_USD_UL_2018_IF,28,60067,90100.5,723470.917433671435
ULOC___USD,ULOC___HSBC_KT_USD_UL_2019_IF,75,108150,162225,7792424.48360691234824
ULOC___USD,ULOC___HSBC_KT_USD_UL_2020_IF,355,438100,657150,10738284.01007383537972
ULOC___USD,ULOC___HSBC_KT_USD_UL_2021_IF,310,378400,567600,3700734.82639152881336
ULOC___USD,ULOC___HSBC_KT_USD_UL_2022_IF,53,63600,95400,2031952.26137227
ULOC___USD,ULOC___HSBC_KT_USD_UL_2023_IF,53,74980,112470,1141274.15685851
ULPIPX_IDR,ULPIPX_HSBC_KT_IDR_UL_2025_Q1,32,986000000,5105000000,9326870883.832888
ULPIPX_USD,ULPIPX_HSBC_KT_USD_UL_2025_Q1,44,119900,2200000,1035949.55371793
ULPPN__IDR,ULPPN__NISP_NK_IDR_UL_2014_IF,67,356600000,9660000000,4367269118.901207
ULPPNR_IDR,ULPPNR_NISP_NK_IDR_UL_2014_IF,121,614000004,18504000000,5075761191.041948
ULPS___IDR,ULPS___SCB_NK_IDR_UL_2014_IF,253,7005749996,80633500000,22388190728.926005
ULPSR__IDR,ULPSR__SCB_NK_IDR_UL_2014_IF,176,11879200012,85565000000,23542689928.300331
ULRC___IDR,ULRC___HSBC_KT_IDR_UL_2014_IF,3,125000000,1250000000,321384433
ULRCK__IDR,ULRCK__HSBC_KT_IDR_UL_2014_IF,1,100000000,700000000,297777322
ULRPLF_IDR,ULRPLF_AZID_AG_IDR_UL_2023_IF,1255,20187887776,328978468960,7872533926.071045
ULRPLF_IDR,ULRPLF_AZID_AG_IDR_UL_2024_IF,1586,23727642052,401224235120,6187524693.651156
ULRPLF_IDR,ULRPLF_AZID_AG_IDR_UL_2025_Q1,357,4272446000,90610800000,752326132.059665
ULRPLF_IDR,ULRPLF_AZLI_STAFF_AG_IDR_UL_2023_IF,11,144740000,4342000000,105586492.514311
ULRPLF_IDR,ULRPLF_AZLI_STAFF_AG_IDR_UL_2024_IF,7,44360000,1750000000,25547076.713796
ULRPLF_IDR,ULRPLF_EAGLE_AG_IDR_UL_2023_IF,23865,491077937812,6330980133431,67116706116.920034
ULRPLF_IDR,ULRPLF_EAGLE_AG_IDR_UL_2024_IF,30017,601767425988,7233483595812,61895262713.958163
ULRPLF_IDR,ULRPLF_EAGLE_AG_IDR_UL_2025_Q1,4548,85794353588,1042637283408,5803642528.780466
ULRPLF_IDR,ULRPLF_SPRING_AG_IDR_UL_2023_IF,5779,100000770996,1498020783560,19110679499.03896
ULRPLF_IDR,ULRPLF_SPRING_AG_IDR_UL_2024_IF,6497,102058636876,1560983987721,12930677879.696594
ULRPLF_IDR,ULRPLF_SPRING_AG_IDR_UL_2025_Q1,1079,13395529600,252033980000,1277694301.071069
